Movie,Critic,Rating,Source,Review,Date
Doctor Sleep,Angelica Jade Bastin,fresh,New York Magazine/Vulture,"Doctor Sleep could probably never fully stand on its own, and perhaps it's not meant to. It's a horror film with messy pleasures if you're able to meet it on its own level.","November 7, 2019"
Doctor Sleep,Chris Hewitt,fresh,Minneapolis Star Tribune,"It's usually hard to quantify the quality of a movie, but in the case of ""Doctor Sleep,"" it's easy: Precisely two-thirds of it is good.","November 7, 2019"
Doctor Sleep,Rosie Fletcher,fresh,Den of Geek,"This is a meaty, good looking and affecting genre pic, with the heart of King and the spirit of Kubrick, you won't want to Overlook.","November 7, 2019"
Doctor Sleep,Jim Slotek,rotten,Original Cin,Any argument that mainstream moviemaking has fundamentally changed should include the fact that a sequel to The Shining has come out that is about good guys with super powers repelling an attack by bad guys with super powers.,"November 7, 2019"
Doctor Sleep,Brent Hankins,fresh,The Lamplight Review,"The film shouldn't work nearly as well as it does, and it's almost baffling how neatly it all comes together. It's a cinematic magic trick of sorts, and Flanagan pulls it off with the confidence of someone performing an illusion for the thousandth time.","November 7, 2019"
Doctor Sleep,Christian Toto,fresh,HollywoodInToto.com,"Love 'The Shining?' You may be intrigued by the sequel, Doctor Sleep, until you realize just how inferior it is.","November 7, 2019"
Doctor Sleep,Richard Whittaker,fresh,Austin Chronicle,"In honoring both [Stanley] Kubrick and [Stephen] King, [Mike] Flanagan's greatest achievement is not being swallowed by the Overlook's shadow.","November 7, 2019"
Doctor Sleep,Peter Howell,rotten,Toronto Star,It just leaves you starving for something better.,"November 7, 2019"
Doctor Sleep,Brian Tallerico,fresh,RogerEbert.com,"And while one can sometimes feel Flanagan struggling to satisfy both King and Kubrick fans when he really should be trusting his own vision, he's talented enough to pull off this difficult blend of legacies.","November 7, 2019"
Doctor Sleep,Jake Coyle,rotten,Associated Press,"It's a frightfully regular approach to moviemaking today that should, at the very least, have the sense not to mess with Kubrick. All sequels and no originals make us all dull boys.","November 7, 2019"
Doctor Sleep,Javier Porta Fouz,rotten,La Nacin (Argentina),Doctor Sleep is an anemic story with a series format. [Full Review in Spanish],"November 7, 2019"
Doctor Sleep,Robert Daniels,fresh,812filmreviews,"Mike Flanagan's Doctor Sleep: the eponymous Stephen King written sequel to The Shining, radiates as a singular vision when Flanagan follows his style, yet dims in a disjointed third act...","November 7, 2019"
Doctor Sleep,Laura Clifford,fresh,Reeling Reviews,"In adapting Stephen King's ""The Shining"" sequel, writer/director Mike Flanagan has pulled off the rarity of creating a film which bests its source material. Far better than either chapter of ""It,"" ""Doctor Sleep"" isn't perfect...","November 7, 2019"
Doctor Sleep,Brian Roan,fresh,The Film Stage,"For those who can accept that departure, Doctor Sleep offers a shockingly nuanced and human story of social longing, spiritual rehabilitation, and existential redemption.","November 7, 2019"
Doctor Sleep,Hope Madden,fresh,Columbus Underground,"It's no masterpiece, but check in and you'll find a satisfying, generally spooky time.","November 7, 2019"
Doctor Sleep,Preston Barta,fresh,Denton Record-Chronicle,"There are elements about it that will leave you feeling conflicted. Still, the emotional arc and the balancing act Flanagan pulls off between the physical and metaphysical world is an astonishing feat.","November 7, 2019"
Doctor Sleep,Fico Cangiano,fresh,CineXpress,"Flanagan manages to deliver a highly enjoyable, solid sequel to The Shining story, by paying tribute to King's material and Kubrick's vision. [Full review in Spanish]","November 7, 2019"
Doctor Sleep,Sheraz Farooqi,fresh,ComicBook Debate,Doctor Sleep is the perfect combination of Kubrick and King as it honors the source material while pushing the legacy of the world forward. Simply the best horror film of the year.,"November 7, 2019"
Doctor Sleep,Andrew Wyatt,fresh,The Lens,A superb and surprisingly brutal 120-minute horror-thriller about people with psychic abilities... with a hokey 30-minute The Shining fan film grafted onto it.,"November 7, 2019"
Doctor Sleep,Jim Schembri,fresh,3AW,"[An] excellent, immersive sequel...Doctor Sleep brandishes both the distinctive sting of Stephen King and echoes of Stanley Kubrick to deliver an unnerving spookfest...When the horror hits, it hits hard and it hits deep.","November 7, 2019"
Doctor Sleep,Sam Adams,rotten,Slate,"[Flanagan's] become a horror director who gives in to happy endings, who wants to slam the lid shut and assure us that the ghosts are gone for good.","November 7, 2019"
Doctor Sleep,Dan Murrell,fresh,Screen Junkies,The best of Kubrick and the best of King now exist together as a direct sequel - one leads directly into the other. A great hybrid of both.,"November 6, 2019"
Doctor Sleep,A.O. Scott,rotten,New York Times,This screen adaptation feels like a clumsy hybrid.,"November 6, 2019"
Doctor Sleep,Tim Stevens,fresh,Comicsverse,"Before it spins out in its final third, SLEEP, powered by Ferguson and Curran especially, proves a compelling vision of the literal and metaphorical threats to childhood that walk amongst us. When Flanagan aims to disturb and unnerve, he delivers.","November 6, 2019"
Doctor Sleep,Pablo O. Scholz,fresh,Clarn,Ewan McGregor exhibits all the strangeness that adult Danny fits in this film that seems better if seen and understood as a tribute to The Shining. [Full review in Spanish],"November 6, 2019"
Doctor Sleep,James Berardinelli,fresh,ReelViews,"Although Doctor Sleep is flawed, it's arguably the best of a surprisingly strong group of movies that prove King's enduring popularity as he enters his sixth decade as a professional writer.","November 6, 2019"
Doctor Sleep,Courtney Howard,fresh,Fresh Fiction,Flanagan's hallucinogenic horrorscape artfully channels Stephen King's waking nightmares and familial trauma.,"November 6, 2019"
Doctor Sleep,John Lui,rotten,The Straits Times (Singapore),"This adaptation of horror master King's 2013 novel of the same name seems reluctant to create genuine, sustained scares.","November 6, 2019"
Doctor Sleep,Rob Dean,fresh,Daily Grindhouse,"Flanagan's DOCTOR SLEEP is a rich and engrossing film with strong character work, impressive world-building, and enough memorable moments that maybe it too will be able to etch out a legacy of its own.","November 6, 2019"
Doctor Sleep,Graeme Tuckett,rotten,Stuff.co.nz,"All you'll finish up with is a film which leaves out essential events and context, while still being far too long.","November 6, 2019"
Doctor Sleep,Clint Worthington,rotten,The Spool,"Flanagan's... reach extends further than his grasp, resulting in a piece of messy Stanley Kubrick collage art.","November 6, 2019"
Doctor Sleep,G. Allen Johnson,rotten,San Francisco Chronicle,"Nearly 40 years later, this adaptation of King's 2013 book ""Doctor Sleep"" doesn't so much tarnish Kubrick as embarrass itself.","November 6, 2019"
Doctor Sleep,Tiernan Allen,fresh,Film Ireland Magazine,"Overall, Doctor Sleep is not only a respectable sequel to a classic but is a great movie in its own right.","November 6, 2019"
Doctor Sleep,Julian Roman,fresh,MovieWeb,Doctor Sleep is a compelling film worthy of classic Stephen King. Excellent lead performances coupled with director Mike Flanagan's visual style sucks you in utterly.,"November 6, 2019"
Doctor Sleep,Jake Wilson,rotten,The Age (Australia),"With Doctor Sleep, no room is left to doubt that the good characters merit sympathy and the bad ones deserve to suffer. That would be fine in a fairytale, if it were short and sweet enough, but it seems a meagre vision for two and a half hours.","November 6, 2019"
Doctor Sleep,MaryAnn Johanson,fresh,Flick Filosopher,"A wonderfully unexpected sort of horror movie, beautiful and delicate, but unsettling, too, with an authentic plausibility to the dichotomy between the invented uncanny and the human response to it.","November 6, 2019"
Doctor Sleep,Roger Moore,fresh,Movie Nation,"Once it (finally) gets going, it has us going, too.","November 6, 2019"
Doctor Sleep,James Mottram,fresh,South China Morning Post,There's something hypnotic about spending another two-and-a-half hours in this world.,"November 6, 2019"
Doctor Sleep,Grace Randolph,rotten,Beyond the Trailer,"More King than Kubrick. The acting is quite good, but it's really 2 movies in 1. Only about 20 min at the Overlook Hotel, and the big child murder scene is in poor taste.","November 5, 2019"
Doctor Sleep,Kate Gardner,fresh,The Mary Sue,"Strikingly shot, and with an emotional throughline that keeps the film grounded even amidst the fantasy element, it truly cements Flanagan as one of the most exciting filmmakers working in horror today.","November 5, 2019"
Doctor Sleep,Sara Michelle Fetters,fresh,Seattle Times,"""Doctor Sleep"" is a monumental achievement of tension, suspense, forgiveness and sacrifice I'm not soon to forget.","November 5, 2019"
Doctor Sleep,Abigail Camarillo,fresh,Chilango.com,Flanagan develops the story in a way that keeps you interested from beginning to end and makes a good impression. [Full Review in Spanish],"November 5, 2019"
Doctor Sleep,Jos Martn,fresh,El antepenltimo mohicano,"[Flanagan] is capable of carrying on his shoulders the weight of a masterpiece like its predecessor and to offer new avenues, as fascinating as they are terrifying. [Full Review in Spanish]","November 5, 2019"
Doctor Sleep,Sandy Schaefer,fresh,ScreenRant,"Although it has trouble reconciling the differences between King and Kubrick's The Shining, Doctor Sleep is an affecting horror drama on its own.","November 5, 2019"
Doctor Sleep,Kristen Lopez,fresh,FanSided,[Doctor Sleep] is one of the year's best features.,"November 5, 2019"
Doctor Sleep,Rafer Guzman,rotten,Newsday,"""Doctor Sleep"" should have let ""The Shining"" rest in peace.","November 5, 2019"
Doctor Sleep,Caffeinated Clint,fresh,Moviehole,"Atmospheric, grandiose and welcomingly creepy... a shining example of a sequel done right.","November 5, 2019"
Doctor Sleep,Pete Hammond,fresh,Deadline Hollywood Daily,"Ewan MacGregor and Rebecca Ferguson 'shine' but this Stephen King sequel is a mixed bag, despite a dazzling re-creation of the Overlook Hotel.","November 5, 2019"
Doctor Sleep,Katie Walsh,fresh,Tribune News Service,"For all the fresh originality of the first half, why do we have to retread Kubrick's film again? Leashing the film adaptation so closely to Kubrick's film is a missed opportunity for this story to realize the full mystical potential promised.","November 5, 2019"
Doctor Sleep,Simon Miraudo,fresh,Student Edge,"There's a lot to love in this sequel to The Shining , but it lives in the shadow of the original.","November 5, 2019"
Doctor Sleep,Alyse Wax,fresh,Dread Central,A chilling and effective return to the Overlook Hotel,"November 5, 2019"
Doctor Sleep,Rich Cline,fresh,Shadows on the Wall,"The story is more suited to a gritty, introspective approach, so the blockbuster elements feel a bit flimsy. And some Kubrickian touches feel like a stretch. But the bold tone builds real tension, especially in some downright brutal moments.","November 4, 2019"
Doctor Sleep,Daniel Goodwin,fresh,Starburst,"Doctor Sleep deserves to be canon, for Flanagan's film is freaky, unique, creepy and captivating as both a standalone horror and heart-felt hat tip to Kubrick and King.","November 4, 2019"
Doctor Sleep,Lena Wilson,rotten,The Playlist,"Doctor Sleep is a mediocre, soulless film that attempts to pay homage to Kubrick's The Shining while weaving in King's most bizarre monster lore.","November 4, 2019"
Doctor Sleep,Ed Whitfield,fresh,The Ooh Tray,"The irony being that a dead filmmaker has managed to linger and control the living from the grave. On the other hand, King's next novel just wrote itself.","November 4, 2019"
Doctor Sleep,Peter Gray,fresh,Brisbanista,"It's a strong adaptation, one that beautifully brings to life one of King's most interesting villains, and as an ambitious sequel, it's far stronger than it has any right to be.","November 4, 2019"
Doctor Sleep,Aaron Peterson,rotten,The Hollywood Outsider,"An intriguing story suffers from a nostalgic identity crisis, though is ultimately salvaged by an enigmatic and captivating performance from Rebecca Ferguson.","November 4, 2019"
Doctor Sleep,Fausto Fernandez,fresh,Fotogramas,"Mike Flanagan has made the film Stephen King wanted in 1980, and the Doctor Sleep that Kubrick would have made in 2019. [Full Review in Spanish]","November 4, 2019"
Doctor Sleep,Alberto Corona,fresh,Sensacine,Rebeca Ferguson is the face of everything that makes this adaptation great. [Full Review in Spanish],"November 4, 2019"
Doctor Sleep,Mikel Zorrilla,fresh,Espinof,"This inheritance is probably what limits the film to reach higher levels, but it is still a most stimulating proposal with which Flanagan is confirmed as one of the most interesting authors of horror cinema. [Full Review in Spanish]","November 4, 2019"
Doctor Sleep,Vctor Lpez G.,fresh,Espinof,Mike Flanagan reconciles King and Kubrick and cements himself as one of the biggest names in horror today with Doctor Sleep. [Full Review in Spanish],"November 4, 2019"
Doctor Sleep,Javier Ocaa,rotten,El Pais (Spain),There are only 20 minutes in the whole film where Flanagan gets even remotely close to the subtexts of the book and the original film. [Full Review in Spanish],"November 4, 2019"
Doctor Sleep,Matthew Bond,rotten,The Mail on Sunday (UK),"So while Doctor Sleep has an undeniable watchability, it also has an impact that it hasn't really earned.","November 3, 2019"
Doctor Sleep,Hilary A White,rotten,Sunday Independent (Ireland),"Doctor Sleep seems at pains to explain every how and what of its supernatural caper, so that by the time we're zooming back over that same lake and mountain road, you feel like you've just been led on an elaborate scenic route to ""Here's Johnny!"".","November 3, 2019"
Doctor Sleep,Paul Whitington,rotten,Irish Independent,It could have been a lot better - it should have been an hour shorter.,"November 3, 2019"
Doctor Sleep,Edward Porter,fresh,Sunday Times (UK),It's pretty much a horror version of a superhero film.,"November 3, 2019"
Doctor Sleep,Kevin Maher,rotten,Times (UK),"By the time the nude old lady from The Shining appears on the fourth and final occasion in this earnest, uneven and hopelessly derivative sequel, you'll want get her a towel, a cuppa and a pair of slippers.","November 3, 2019"
Doctor Sleep,Brian Viner,fresh,Daily Mail (UK),"That it works so well is partly testament to Flanagan's skills as a horror director, but also to Ferguson, who is out-and-out wonderful, rarely needing to contort her lovely face, in fact somehow using her beauty itself to exude evil.","November 3, 2019"
Doctor Sleep,A.A. Dowd,rotten,AV Club,"Compounding the already considerable disconnect between King's two stories, Doctor Sleep can't always seem to decide if it wants to be its own thing or a kind of throwback fetish object, a tribute to the cult of Kubrick.","November 3, 2019"
Doctor Sleep,David Sexton,fresh,London Evening Standard,"For the most part, the adaptation and abbreviation from the book is smart and deft.","November 3, 2019"
Doctor Sleep,Simran Hans,fresh,Observer (UK),The new material is fresher and considerably more fun.,"November 3, 2019"
Doctor Sleep,Kate Snchez,fresh,But Why Tho? A Geek Community,"By continuing the legacy of one of the most iconic and popular pieces of the horror canon, [Doctor Sleep] also manages to stands on its own.","November 2, 2019"
Doctor Sleep,Kat Hughes,fresh,THN,"A modern King triumph that not only stands up to what has gone before, but builds upon it too. Doctor Sleep is a very different movie to The Shining, but has enough of its predecessor's DNA rooted within to make it a worthy sequel.","November 2, 2019"
Doctor Sleep,David Fontana,fresh,Film Inquiry,"Doctor Sleep may not be the most satisfying conclusion to both the book and film version of The Shining, yet it is still an engaging film in its own right.","November 2, 2019"
Doctor Sleep,Kirsten Acuna,rotten,Insider,"Is ""Doctor Sleep"" as good as or better than ""The Shining""? Definitely not. The scariest moments (which aren't that scary) have all been seen before.","November 1, 2019"
Doctor Sleep,Nick Hasted,fresh,The Arts Desk,Flanagan offers a humane horror Kubrick was indifferent to.,"November 1, 2019"
Doctor Sleep,Jamie East,fresh,The Sun (UK),"In spite of this, Doctor Sleep is a solid, entertaining follow-up to one of the scariest ever films.","November 1, 2019"
Doctor Sleep,Clarisse Loughrey,rotten,Independent (UK),"Doctor Sleep is too busy being tossed between the triadic worlds of Kubrick, King, and Flanagan.","November 1, 2019"
Doctor Sleep,Matthew Turner,fresh,Hero Collector,An immensely satisfying story that stands as a worthy sequel to both Kubrick's film and King's original novel.,"November 1, 2019"
Doctor Sleep,Rich Phippen,fresh,HeyUGuys,It turns out Hollywood found a way after all. A horror masterpiece from Mike Flanagan.,"November 1, 2019"
Doctor Sleep,Doug Jamieson,fresh,The Jam Report,"While 'Doctor Sleep' paves its own unique but muddled path to mixed results, there's enough fan service and nostalgic references to make fanboys of its predecessor wildly happy.","November 1, 2019"
Doctor Sleep,Sinead Brennan,rotten,RT (Ireland),"You won't want to play with it forever, and with the inflated run time, it might feel as though you are.","November 1, 2019"
Doctor Sleep,Pat Brown,rotten,Slant Magazine,"Like a traumatized psyche, it remains uncomfortably stuck in the past, replaying familiar events in an effort to empty them of terror.","October 31, 2019"
Doctor Sleep,Jennifer Heaton,fresh,Alternative Lens,Doctor Sleep dares to directly compare itself to The Shining and comes out unscathed as it aptly buries the hatchet between King and Kubrick.,"October 31, 2019"
Doctor Sleep,Michael Roffman,fresh,Consequence of Sound,"Doctor Sleep is a peace flag between two iconic properties, a bridge between two disparate articles of pop culture, and it's affecting, riveting, and downright awe-inspiring.","October 31, 2019"
Doctor Sleep,Britt Hayes,rotten,Birth.Movies.Death.,"Although his efforts are admirable and often impressive, the end result...is, perhaps unavoidably, somewhat tepid.","October 31, 2019"
Doctor Sleep,Jasper Rees,rotten,The Spectator,It's all a bit Scooby Doo with better CGI.,"October 31, 2019"
Doctor Sleep,Nicholas Barber,fresh,BBC.com,"Credible in its characterisation, rich in mythological detail, and touchingly sincere in its treatment of alcoholism and trauma, the film is impressive in all sorts of ways.","October 31, 2019"
Doctor Sleep,Robert Kojder,fresh,Flickering Myth,Doctor Sleep blends fan service with chills and substance,"October 31, 2019"
Doctor Sleep,Olly Richards,fresh,GQ Magazine [UK],"At no point does Doctor Sleep shame the legacy of The Shining. It's an interesting, if mostly conventional, continuation of the story. It only feels distantly related, though.","October 31, 2019"
Doctor Sleep,Brandon Zachary,fresh,CBR,"Doctor Sleep is more interested in the lingering pain, and whether it's possible to come back from such trauma. In doing so, it steps out from the long shadow of the 1980 film, and becomes something great in its own right.","October 31, 2019"
Doctor Sleep,Yago Garca,fresh,Cinemana (Spain),[Director Mike] Flanagan's talent... fits the It author's imagination like a glove. [Full review in Spanish],"October 31, 2019"
Doctor Sleep,Brian Orndorf,fresh,Blu-ray.com,"Masters a creative tightrope walk, managing to play with ""The Shining"" in inventive ways while remaining a King-inspired ride of macabre events and tortured minds.","October 31, 2019"
Doctor Sleep,Jonathan Hatfull,fresh,SciFiNow,"The occasional lapse in dialogue and unnecessary lull aside, this is a strong adaptation. It's scary and affecting and it brings one of King's best modern villains to life beautifully.","October 31, 2019"
Doctor Sleep,Chris Stuckmann,fresh,ChrisStuckmann.com,The character work is super strong.,"October 31, 2019"
Doctor Sleep,Peter Canavese,fresh,Groucho Reviews,"In some ways, Doctor Sleep has to feel like a pop cultural footnote, but that's not fair to what's a ripping yarn in its own right.","October 31, 2019"
Doctor Sleep,Jamie Graham,fresh,Total Film,"Don't overlook this spiritual sequel to The Shining. But don't expect it get close to Kubrick's original, either.","October 31, 2019"
Doctor Sleep,Aaron Neuwirth,fresh,We Live Entertainment,"Even at two and a half hours, there's a lot of enjoyably spooky entertainment to get out of Doctor Sleep.","October 31, 2019"
Doctor Sleep,Shannon McGrew,fresh,Nightmarish Conjurings,"[T]akes King's original work, meshes it with the stylized visuals of Stanley Kubrick's film, while also putting Flanagan's special touch on it, making Doctor Sleep this year's best King adaptation.","October 30, 2019"
Doctor Sleep,Anthony O'Connor,fresh,FILMINK (Australia),"For even casual fans of The Shining (book or movie), or quality horror in general, this is absolutely one you won't want to Overlook.","October 30, 2019"
Doctor Sleep,Heather Wixson,fresh,Daily Dead,"With Doctor Sleep, Flanagan has assuredly crafted a compelling, heartfelt, and horrifying tale of redemption, trauma, and embracing your own sense of power, all while celebrating the works of Kubrick, King, and his own career as well.","October 30, 2019"
Doctor Sleep,Nigel Andrews,rotten,Financial Times,It's not a good verdict on a brand new Stephen King-based horror movie that the only real fun we have is in re-experiencing bits from its 40-year-old predecessor.,"October 30, 2019"
Doctor Sleep,Sarah Musnicky,fresh,VitalThrills.com,"While Doctor Sleep itself is a pleasant surprise, the heart of the film is found in Kyliegh Curran's Abra and Rebecca Ferguson's Rose the Hat.","October 30, 2019"
Doctor Sleep,Don Kaye,fresh,Den of Geek,"Ferguson's Rose can steal the picture every time she's on screen, as she is one of the most complex villains ever put in a genre movie.","October 30, 2019"
Doctor Sleep,Nestor Bentancor,fresh,Nestor Cine Desde Hollywood,"An atmospheric and thrilling dark fantasy that sinks the audience into its rich, and dangerous world. [Full review in Spanish]","October 30, 2019"
Doctor Sleep,Brandon Davis,fresh,ComicBook.com,"Fans of The Shining are going to appreciate Doctor Sleep more than anyone else, especially as the film's third act arrives in the remains of the Overlook Hotel and is loaded with Easter eggs and callbacks.","October 30, 2019"
Doctor Sleep,Edward Douglas,fresh,The Beat,[Some] might watch the movie wondering why one would make a sequel to one of the scariest movies of all time and not make it scarier.,"October 30, 2019"
Doctor Sleep,Jenny Desborough,rotten,Daily Express (UK),Eventually even the biggest Stephen King fans may find themselves checking their watch and worrying about whether they can make it to the Overlook without a loo break.,"October 30, 2019"
Doctor Sleep,Michael Gingold,fresh,Rue Morgue Magazine,A worthy screen follow-up to Stanley Kubrick's THE SHINING that also stands on its own as one of the very best King movies ever made.,"October 30, 2019"
Doctor Sleep,Robert Abele,rotten,TheWrap,A flat Frankenstein of a fright flick that stops and starts with frustrating regularity as it tries to memorialize the horror maestro's newer story elements while tipping a filmic hat to what the late cinema god etched into our brains.,"October 30, 2019"
Doctor Sleep,Katherine McLaughlin,fresh,The List,There is ample beauty and terror in this faithful and epic adaptation of Stephen King's 2013 follow-up...,"October 30, 2019"
Doctor Sleep,Anton Bitel,fresh,Little White Lies,"It's no The Shining, but maybe that is just another way of saying that it is something different.","October 30, 2019"
Doctor Sleep,Darren Franich,rotten,Entertainment Weekly,"Doctor Sleep aims for redemption - it's Feel-Good Horror - but the scary hotel is just a scary hotel now. And not even so scary, when you've seen it all before.","October 30, 2019"
Doctor Sleep,Alistair Harkness,rotten,Scotsman,"It's just a shame that what unfurls isn't tense enough, perverse enough or mysterious enough to transcend its fan servicing tendencies.","October 30, 2019"
Doctor Sleep,Donald Clarke,fresh,Irish Times,"One of the film's messages is that there's no escaping your past. An odd, odd project, but not unenjoyable.","October 30, 2019"
Doctor Sleep,Tim Grierson,fresh,Screen International,"This somber, often absorbing follow-up to ""The Shining"" only occasionally mines the rich thematic terrain at the story's core. It's a just-good-enough sequel that doesn't entirely live up to its potential.","October 30, 2019"
Doctor Sleep,William Bibbiani,fresh,Bloody Disgusting,"It's a worthy successor to The Shining, and as if that weren't enough, it's also a complex work of thoughtful film criticism.","October 30, 2019"
Doctor Sleep,Tim Robey,fresh,Daily Telegraph (UK),"Flanagan's real coup is taking us on an imaginative ride, making head-spinning sallies through space, and not feeling cramped by a single source of inspiration but embracing the lot.","October 30, 2019"
Doctor Sleep,Deirdre Molumby,fresh,entertainment.ie,"For the majority, it's a thrilling, riveting watch and an accomplishment given the task that was in it.","October 30, 2019"
Doctor Sleep,Justin Chang,fresh,Los Angeles Times,"In a way that poignantly echoes the plight of young Danny himself, the new movie sometimes brings to mind a child caught between two quarreling parents, and attempting to stage a reconciliation.","October 30, 2019"
Doctor Sleep,Brian Truitt,fresh,USA Today,"It's nothing to go channeling your inner Jack Nicholson and chopping through doors. But Flanagan's ""Doctor Sleep"" respects both King's and Kubrick's visions while letting a rising horror master go his own way, too.","October 30, 2019"
Doctor Sleep,Peter Bradshaw,rotten,Guardian,"Despite some big moments, this seems cumbersome and unnecessary: a dimming of the original.","October 30, 2019"
Doctor Sleep,Linda Marric,rotten,The Jewish Chronicle,Doctor Sleep did just what its title promised. It sent me to sleep.,"October 30, 2019"
Doctor Sleep,Eric Kohn,rotten,indieWire,"""Doctor Sleep"" never manages to find the balance its cinematic high-wire act demands.","October 30, 2019"
Doctor Sleep,Joshua Rothkopf,rotten,Time Out,"You could call it fan service, if the service is to teach fans that mimicking Stanley Kubrick's chilly elegance -- and even reshooting scenes from the original film with lookalike actors, a crime bordering on sacrilege -- doesn't make your take as scary.","October 30, 2019"
Doctor Sleep,Tom Jorgensen,fresh,IGN Movies,The scary and powerful Doctor Sleep works best when doing its own thing rather than recreating parts of The Shining.,"October 30, 2019"
Doctor Sleep,Chris Hunneysett,fresh,Daily Mirror (UK),hypnotic creepiness with crowd-pleasing gore and violence,"October 30, 2019"
Doctor Sleep,Fred Topel,fresh,Showbiz Cheat Sheet,The Aliens to The Shining,"October 30, 2019"
Doctor Sleep,Chris Hewitt (UK),fresh,Empire Magazine,"Anyone expecting a straightforward Shining sequel will be disappointed. This isn't a gruelling exercise in pure horror. It's odder and more contemplative, but worth checking in.","October 30, 2019"
Doctor Sleep,Chris Evangelista,fresh,Slashfilm,"Many filmmakers have adapted Stephen King, and a large amount of them neglect to zero in on what it is that makes the Master of Horror's work so special: his compassion. Mike Flanagan understands that, and so does Doctor Sleep.","October 30, 2019"
Doctor Sleep,Kyle Anderson,fresh,Nerdist,It ends up feeling like a deeply personal story from a filmmaker who's taking his love for literary and cinematic titans and channeling that into his own unique and chilling stamp on the genre.,"October 30, 2019"
Doctor Sleep,Germain Lussier,fresh,io9.com,"Minor knocks aside, Doctor Sleep tells a complex, interesting story, filled with even more dynamic characters, set in a rich world that surprises as much as it strokes your nostalgia.","October 30, 2019"
Doctor Sleep,Eric Eisenberg,fresh,CinemaBlend,"It's a tremendous achievement, and among the best Stephen King adaptations ever.","October 30, 2019"
Doctor Sleep,Owen Gleiberman,fresh,Variety,I found myself lured into a movie that dares to depict evil as something that makes us suck in our breath.,"October 30, 2019"
Doctor Sleep,Todd McCarthy,fresh,Hollywood Reporter,"Just when things threaten to slow to a stall, you can count on Ferguson to roar to the occasion to shake you; when she's around, she's the whole show, threatening, cajoling, erotically boiling when prey is at hand.","October 30, 2019"
Doctor Sleep,John Nguyen,fresh,Nerd Reactor,[Stephen King's Doctor Sleep] takes the story into new directions while also paying homage to The Shining.,"October 30, 2019"
Doctor Sleep,Allison Rose,fresh,FlickDirect,"McGregor always gives a wonderful performance whether he is a song and dance man or if, in this case, he is a tortured and broken man trying to outrun his past.","October 30, 2019"
Doctor Sleep,Ian Sandwell,fresh,Digital Spy,"Doctor Sleep works as a sequel to the book and movie of The Shining, bringing together the two universes seamlessly. It has its issues, but there's plenty for fans to savour.","October 30, 2019"
Doctor Sleep,Matt Singer,fresh,ScreenCrush,"Doctor Sleep doesn't simply rehash its source material, and instead uses its characters, setting, and themes in smart and novel ways.","October 30, 2019"
Doctor Sleep,Ben Rolph,fresh,Discussing Film,Doctor Sleep is Flanagan's nightmare-inducing and masterfully chilling take on The Shining.,"October 29, 2019"
Playing with Fire,Sara Michelle Fetters,rotten,MovieFreak.com,While I didn't like Playing with Fire the kids in the audience did. Maybe that's enough.,"November 17, 2019"
Playing with Fire,Allen Adams,rotten,The Maine Edge,"[Playing with Fire] isn't going to win any awards and you'll likely more or less forget about it by the time you get home, but for a piece of family-friendly entertainment, you could do a lot worse.","November 14, 2019"
Playing with Fire,Mark Jackson,fresh,Epoch Times,"Cena, like Dwayne and Arnold before him, has biceps the size of watermelons, and doesn't take himself seriously. This child movie might make you yawn, but kids will think it's grand. Moms will also likely find the biceps very interesting to look at.","November 13, 2019"
Playing with Fire,Ciara Wardlow,rotten,Pajiba,"While it's a premise with decidedly limited potential, it could have been something watchable, but terrible writing, utterly bizarre pacing, and thoughtless, rote execution doom it to a far more dismal fate.","November 12, 2019"
Playing with Fire,Alan Ng,rotten,Film Threat,"Truth be told, my kid dragged me to see Playing With Fire, and one of us clearly had a better time than the other.","November 11, 2019"
Playing with Fire,Chris Stuckmann,rotten,ChrisStuckmann.com,"This is a really, really terrible movie.","November 11, 2019"
Playing with Fire,Rachel Wagner,rotten,rachelsreviews.net,"It's one of those films that think being made for kids is synonymous with making it stupid. Of course, the truth is the reverse","November 10, 2019"
Playing with Fire,Rendy Jones,rotten,Rendy Reviews,"Hey, John Cena, if Nickelodeon is holding you hostage please blink twice.","November 9, 2019"
Playing with Fire,Tessa Smith,fresh,Mama's Geeky,Playing With Fire is heartwarming AND hilarious - and a film like that is not easy to come by.,"November 9, 2019"
Playing with Fire,Todd Jorgenson,rotten,Cinemalogue,"Mayhem ensues, of course, except it's more silly than amusing. Even for the target demographic, it's just blowing smoke.","November 9, 2019"
Playing with Fire,Carlos Del Ro,rotten,Cine Premiere,A film with family content should not be diluted in a series of endless clichs. [Full Review in Spanish],"November 9, 2019"
Playing with Fire,Sean P. Means,rotten,The Movie Cricket,"When Cena tries to be funny, it sticks out more than his bulging biceps.","November 8, 2019"
Playing with Fire,Amy Nicholson,fresh,FilmWeek (KPCC - NPR Los Angeles),"I was actually pleasantly surprised. This is, yes, for very young kids, but everyone has put a lot of care into it.","November 8, 2019"
Playing with Fire,Tim Cogshell,fresh,FilmWeek (KPCC - NPR Los Angeles),"It's big, it's goofy, and it's broad. John Cena cracks me up throughout this movie.","November 8, 2019"
Playing with Fire,Sarah Hagi,rotten,Globe and Mail,Will kids care about this man's career or that he is bad at dating? Nobody will.,"November 8, 2019"
Playing with Fire,Frank Swietek,rotten,One Guy's Opinion,Abysmal.... a family movie of the sort that gives family movies a bad name.,"November 8, 2019"
